	userID	ISBN	bookRating
438	22463	0345402871	6
439	26544	0345402871	0
440	26722	0345402871	0
441	28222	0345402871	7
442	28731	0345402871	7
443	29067	0345402871	6
444	30035	0345402871	5
445	30461	0345402871	8
446	30594	0345402871	0
447	31315	0345402871	0
448	35050	0345402871	0
449	35945	0345402871	7
450	36506	0345402871	8
451	37511	0345402871	10
452	40417	0345402871	0
453	41084	0345402871	7
454	42458	0345402871	10
455	42883	0345402871	0
456	42914	0345402871	0
457	43852	0345402871	8
458	48965	0345402871	7
459	51165	0345402871	0
460	51438	0345402871	0
461	52141	0345402871	6
462	52584	0345402871	0
463	53174	0345402871	0
464	54326	0345402871	0
465	54605	0345402871	0
466	55548	0345402871	0
467	55892	0345402871	7
468	57095	0345402871	9
469	61598	0345402871	0
470	62272	0345402871	0
471	62881	0345402871	0
472	63293	0345402871	0
473	65228	0345402871	8
474	67244	0345402871	8
475	68212	0345402871	0
476	69042	0345402871	0
477	69967	0345402871	8
478	70594	0345402871	7
479	70666	0345402871	5
480	76105	0345402871	8
481	76352	0345402871	0
482	78783	0345402871	0
483	81298	0345402871	0
484	82407	0345402871	0
485	82893	0345402871	0
486	85060	0345402871	0
487	85701	0345402871	0
488	86680	0345402871	6
489	87141	0345402871	0
490	89027	0345402871	8
491	92154	0345402871	0
492	93047	0345402871	0
493	98787	0345402871	0
494	99434	0345402871	0
495	100261	0345402871	8
496	100668	0345402871	8
497	102967	0345402871	0
498	105058	0345402871	0
499	105476	0345402871	6
500	105627	0345402871	0
501	107244	0345402871	8
502	108392	0345402871	0
503	108474	0345402871	0
504	109741	0345402871	0
505	110291	0345402871	0
506	110700	0345402871	10
507	114378	0345402871	0
508	117557	0345402871	3
509	118542	0345402871	0
510	120090	0345402871	0
511	120985	0345402871	8
512	122096	0345402871	0
513	123460	0345402871	0
514	123741	0345402871	0
515	123790	0345402871	0
516	124487	0345402871	0
517	124942	0345402871	0
518	126296	0345402871	8
519	128208	0345402871	0
520	128286	0345402871	0
521	135376	0345402871	8
522	136473	0345402871	0
523	137137	0345402871	7
524	140705	0345402871	0
525	141876	0345402871	0
526	144531	0345402871	0
527	145474	0345402871	0
528	146279	0345402871	0
529	149810	0345402871	9
530	151787	0345402871	0
531	153211	0345402871	8
532	158567	0345402871	0
533	160451	0345402871	0
534	161789	0345402871	9
535	162590	0345402871	0
536	164323	0345402871	8
537	165267	0345402871	6
538	166596	0345402871	0
539	167471	0345402871	0
540	167800	0345402871	0
541	170154	0345402871	7
542	170702	0345402871	0
543	170850	0345402871	0
544	171118	0345402871	0
545	172742	0345402871	0
546	174179	0345402871	0
547	174700	0345402871	8
548	180320	0345402871	7
549	182442	0345402871	0
550	183187	0345402871	10
551	186570	0345402871	0
552	188518	0345402871	8
553	188583	0345402871	0
554	189080	0345402871	0
555	196738	0345402871	0
556	198303	0345402871	0
557	198711	0345402871	0
558	199309	0345402871	0
559	199431	0345402871	0
560	199927	0345402871	0
561	200674	0345402871	0
562	201776	0345402871	10
563	203764	0345402871	10
564	204192	0345402871	9
565	204591	0345402871	7
566	204864	0345402871	0
567	207971	0345402871	0
568	209059	0345402871	8
569	210485	0345402871	0
570	210792	0345402871	0
571	210838	0345402871	0
572	212898	0345402871	0
573	213350	0345402871	0
574	213410	0345402871	0
575	214786	0345402871	9
576	216682	0345402871	6
577	217318	0345402871	5
578	220091	0345402871	0
579	221445	0345402871	0
580	223036	0345402871	0
581	227287	0345402871	0
582	227705	0345402871	9
583	228255	0345402871	0
584	231130	0345402871	6
585	231210	0345402871	0
586	231237	0345402871	0
587	232708	0345402871	10
588	233004	0345402871	5
589	233466	0345402871	8
590	234108	0345402871	8
591	234162	0345402871	5
592	234672	0345402871	4
593	234828	0345402871	8
594	234948	0345402871	0
595	236235	0345402871	10
596	238065	0345402871	0
597	241548	0345402871	0
598	242106	0345402871	0
599	242499	0345402871	9
600	243077	0345402871	0
601	243290	0345402871	8
602	245592	0345402871	5
603	246000	0345402871	0
604	247201	0345402871	0
605	248547	0345402871	7
606	248704	0345402871	0
607	249628	0345402871	0
608	251642	0345402871	0
609	252695	0345402871	7
610	255189	0345402871	8
611	256544	0345402871	0
612	259629	0345402871	7
613	260897	0345402871	0
614	262399	0345402871	0
615	263537	0345402871	0
616	264464	0345402871	0
617	264600	0345402871	5
618	266226	0345402871	0
619	267377	0345402871	7
620	268032	0345402871	9
621	269566	0345402871	0
622	270820	0345402871	0
623	272975	0345402871	7
624	273086	0345402871	0
625	273110	0345402871	0
626	274052	0345402871	8
627	274061	0345402871	0
628	274423	0345402871	0
629	275195	0345402871	7
630	277965	0345417623	0
631	278144	0345417623	0
632	16	0345417623	0
633	1376	0345417623	8
634	1848	0345417623	8
635	2087	0345417623	0
636	3363	0345417623	0
637	4556	0345417623	0
638	5815	0345417623	0
639	6251	0345417623	0
640	7346	0345417623	0
641	8682	0345417623	8
642	8782	0345417623	0
643	9227	0345417623	7
644	10215	0345417623	6
645	10470	0345417623	7
646	11676	0345417623	10
647	12565	0345417623	7
648	13600	0345417623	0
649	13726	0345417623	7
650	13915	0345417623	0
651	16551	0345417623	8
652	16666	0345417623	5
653	16795	0345417623	5
654	16799	0345417623	7
655	17172	0345417623	0
656	17353	0345417623	8
657	17796	0345417623	0
658	18583	0345417623	8
659	19085	0345417623	8
660	20119	0345417623	0
661	20512	0345417623	0
662	21875	0345417623	8
663	22045	0345417623	10
664	22062	0345417623	0
665	23047	0345417623	0
666	24064	0345417623	0
667	24144	0345417623	8
668	24278	0345417623	7
669	24771	0345417623	10
670	25410	0345417623	9
671	28222	0345417623	9
672	28523	0345417623	0
673	29131	0345417623	10
674	30131	0345417623	0
675	30594	0345417623	10
676	30972	0345417623	0
677	30994	0345417623	10
678	31172	0345417623	0
679	31315	0345417623	0
680	31620	0345417623	7
681	31846	0345417623	0
682	32003	0345417623	8
683	32148	0345417623	3
684	32188	0345417623	8
685	33832	0345417623	4
686	34588	0345417623	5
687	35859	0345417623	0
688	36506	0345417623	8
689	36510	0345417623	9
690	37204	0345417623	4
691	37239	0345417623	9
692	37623	0345417623	9
693	38023	0345417623	0
694	39233	0345417623	9
695	39646	0345417623	0
696	40889	0345417623	4
697	41760	0345417623	9
698	42083	0345417623	10
699	42162	0345417623	0
700	42333	0345417623	7
701	42372	0345417623	8
702	42546	0345417623	7
703	43359	0345417623	0
704	43687	0345417623	0
705	45291	0345417623	0
706	45954	0345417623	8
707	46892	0345417623	5
708	47117	0345417623	0
709	48494	0345417623	10
710	49225	0345417623	10
711	49294	0345417623	5
712	50681	0345417623	8
713	51526	0345417623	0
714	52845	0345417623	8
715	53140	0345417623	8
716	53174	0345417623	10
717	53418	0345417623	7
718	53456	0345417623	0
719	53604	0345417623	10
720	54605	0345417623	0
721	55562	0345417623	0
722	56399	0345417623	0
723	56715	0345417623	0
724	56856	0345417623	0
725	58067	0345417623	6
726	58142	0345417623	8
727	58351	0345417623	5
728	59038	0345417623	0
729	59172	0345417623	10
730	61935	0345417623	8
731	62542	0345417623	0
732	62575	0345417623	0
733	62932	0345417623	3
734	64310	0345417623	10
735	65191	0345417623	10
736	66096	0345417623	6
737	66591	0345417623	0
738	67034	0345417623	0
739	67236	0345417623	10
740	69078	0345417623	0
741	69232	0345417623	0
742	69554	0345417623	0
743	69929	0345417623	7
744	69971	0345417623	4
745	72530	0345417623	0
746	73910	0345417623	0
747	76105	0345417623	0
748	76352	0345417623	0
749	76482	0345417623	5
750	76942	0345417623	0
751	77320	0345417623	0
752	77585	0345417623	10
753	78434	0345417623	0
754	79186	0345417623	0
755	80375	0345417623	7
756	80538	0345417623	8
757	80996	0345417623	0
758	81136	0345417623	6
759	81484	0345417623	10
760	81492	0345417623	10
761	81609	0345417623	0
762	81848	0345417623	0
763	82407	0345417623	0
764	83186	0345417623	10
765	83214	0345417623	0
766	84150	0345417623	5
767	86242	0345417623	4
768	87141	0345417623	0
769	87906	0345417623	8
770	88123	0345417623	0
771	88187	0345417623	0
772	88738	0345417623	0
773	89602	0345417623	0
774	90467	0345417623	0
775	91023	0345417623	0
776	92810	0345417623	5
777	93257	0345417623	0
778	94677	0345417623	7
779	95991	0345417623	0
780	96954	0345417623	10
781	98440	0345417623	0
782	98722	0345417623	7
783	98787	0345417623	0
784	99051	0345417623	0
785	100846	0345417623	8
786	102170	0345417623	8
787	102967	0345417623	0
788	103176	0345417623	9
789	105108	0345417623	0
790	105374	0345417623	0
791	105925	0345417623	10
792	106007	0345417623	9
793	106302	0345417623	0
794	106816	0345417623	0
795	108752	0345417623	0
796	109562	0345417623	0
797	110700	0345417623	9
798	110993	0345417623	0
799	111083	0345417623	7
800	112590	0345417623	8
801	112815	0345417623	0
802	112855	0345417623	8
803	112881	0345417623	0
804	113328	0345417623	9
805	113519	0345417623	0
806	114317	0345417623	0
807	114446	0345417623	0
808	114742	0345417623	10
809	115120	0345417623	0
810	115435	0345417623	7
811	116972	0345417623	0
812	117858	0345417623	0
813	119049	0345417623	7
814	119205	0345417623	9
815	120749	0345417623	0
816	121233	0345417623	10
817	121251	0345417623	9
818	121517	0345417623	7
819	122440	0345417623	0
820	123867	0345417623	8
821	124079	0345417623	0
822	124487	0345417623	0
823	125269	0345417623	7
824	126531	0345417623	10
825	126736	0345417623	0
826	127233	0345417623	0
827	127429	0345417623	0
828	127942	0345417623	0
829	128085	0345417623	0
830	128341	0345417623	7
831	129084	0345417623	8
832	129843	0345417623	0
833	130878	0345417623	8
834	131027	0345417623	0
835	132151	0345417623	0
836	132392	0345417623	7
837	132624	0345417623	5
838	133462	0345417623	4
839	134630	0345417623	8
840	135045	0345417623	0
841	135149	0345417623	8
842	135458	0345417623	0
843	135831	0345417623	0
844	135865	0345417623	0
845	136382	0345417623	0
846	136733	0345417623	0
847	137336	0345417623	0
848	138543	0345417623	0
849	139827	0345417623	0
850	140773	0345417623	0
851	142041	0345417623	0
852	147475	0345417623	0
853	148744	0345417623	0
854	149259	0345417623	5
855	149690	0345417623	0
856	150518	0345417623	0
857	151070	0345417623	9
858	151738	0345417623	10
859	152015	0345417623	8
860	153662	0345417623	0
861	155823	0345417623	8
862	159038	0345417623	0
863	159858	0345417623	9
864	160819	0345417623	0
865	161385	0345417623	10
866	162683	0345417623	0
867	163430	0345417623	10
868	164675	0345417623	8
869	164926	0345417623	0
870	165253	0345417623	9
871	165582	0345417623	0
872	165627	0345417623	0
873	165770	0345417623	9
874	166596	0345417623	0
875	167349	0345417623	0
876	167800	0345417623	0
877	170513	0345417623	0
878	170759	0345417623	0
879	172293	0345417623	7
880	173415	0345417623	0
881	175052	0345417623	0
882	176720	0345417623	0
883	177090	0345417623	0
884	177432	0345417623	8
885	179019	0345417623	0
886	179791	0345417623	10
887	179843	0345417623	10
888	180320	0345417623	0
889	181944	0345417623	0
890	182746	0345417623	4
891	183071	0345417623	0
892	183103	0345417623	0
893	183883	0345417623	0
894	185006	0345417623	10
895	185147	0345417623	0
896	186547	0345417623	8
897	187256	0345417623	0
898	187374	0345417623	8
899	189104	0345417623	10
900	189474	0345417623	9
901	190074	0345417623	0
902	190808	0345417623	6
903	190844	0345417623	0
904	190885	0345417623	0
905	191049	0345417623	6
906	191214	0345417623	0
907	191425	0345417623	0
908	191752	0345417623	8
909	192479	0345417623	10
910	193156	0345417623	0
911	194112	0345417623	9
912	194669	0345417623	0
913	194738	0345417623	0
914	195694	0345417623	0
915	197272	0345417623	10
916	198711	0345417623	0
917	199800	0345417623	7
918	200674	0345417623	0
919	201290	0345417623	10
920	201870	0345417623	9
921	203401	0345417623	0
922	204149	0345417623	10
923	204522	0345417623	0
924	205849	0345417623	0
925	206067	0345417623	7
926	206074	0345417623	9
927	206438	0345417623	0
928	206534	0345417623	0
929	206764	0345417623	0
930	207259	0345417623	7
931	208622	0345417623	0
932	209870	0345417623	0
933	210035	0345417623	9
934	210485	0345417623	0
935	211344	0345417623	0
936	211919	0345417623	0
937	213126	0345417623	7
938	214786	0345417623	10
939	216329	0345417623	7
940	216441	0345417623	5
941	216683	0345417623	0
942	216962	0345417623	8
943	217375	0345417623	0
944	218568	0345417623	0
945	219250	0345417623	0
946	219301	0345417623	7
947	220717	0345417623	0
948	221036	0345417623	8
949	221900	0345417623	0
950	223231	0345417623	9
951	224115	0345417623	0
952	224349	0345417623	9
953	224435	0345417623	0
954	224768	0345417623	6
955	224927	0345417623	0
956	225042	0345417623	10
957	225595	0345417623	7
958	225810	0345417623	0
959	225886	0345417623	8
960	225989	0345417623	9
961	226545	0345417623	0
962	227305	0345417623	6
963	227633	0345417623	9
964	227925	0345417623	7
965	228245	0345417623	9
966	229102	0345417623	6
967	230522	0345417623	0
968	231001	0345417623	9
969	231172	0345417623	10
970	231518	0345417623	8
971	232052	0345417623	5
972	232131	0345417623	0
973	233205	0345417623	0
974	233917	0345417623	0
975	234113	0345417623	8
976	234755	0345417623	9
977	234828	0345417623	0
978	234879	0345417623	3
979	235429	0345417623	0
980	235498	0345417623	10
981	235812	0345417623	0
982	235884	0345417623	8
983	235895	0345417623	4
984	238186	0345417623	0
985	238319	0345417623	0
986	240660	0345417623	7
987	242473	0345417623	0
988	242646	0345417623	0
989	243891	0345417623	5
990	244171	0345417623	0
991	244998	0345417623	6
992	245592	0345417623	8
993	245864	0345417623	0
994	245948	0345417623	8
995	246000	0345417623	0
996	246156	0345417623	0
997	246959	0345417623	0
998	248468	0345417623	9
999	248531	0345417623	0
1000	249058	0345417623	10
1001	249393	0345417623	9
1002	250184	0345417623	0
1003	250459	0345417623	9
1004	251859	0345417623	0
1005	252020	0345417623	0
1006	254144	0345417623	9
1007	254287	0345417623	0
1008	254303	0345417623	6
1009	255092	0345417623	10
1010	255267	0345417623	0
1011	255489	0345417623	0
1012	257024	0345417623	0
1013	257791	0345417623	0
1014	258270	0345417623	0
1015	259285	0345417623	0
1016	259829	0345417623	6
1017	260531	0345417623	0
1018	260897	0345417623	0
1019	261208	0345417623	0
1020	262399	0345417623	0
1021	262402	0345417623	0
1022	262940	0345417623	9
1023	264082	0345417623	0
1024	265313	0345417623	0
1025	266056	0345417623	0
1026	266678	0345417623	8
1027	266819	0345417623	5
1028	267635	0345417623	9
1029	270838	0345417623	10
1030	271284	0345417623	0
1031	271752	0345417623	7
1032	272385	0345417623	9
1033	273939	0345417623	0
1034	274549	0345417623	0
1035	275175	0345417623	7
1036	275210	0345417623	0
1037	276953	0446310786	10
1038	277743	0446310786	9
1039	278418	0446310786	0
1040	26	0446310786	10
1041	1032	0446310786	10
1042	2766	0446310786	10
1043	3542	0446310786	10
1044	4017	0446310786	10
1045	4225	0446310786	10
1046	4794	0446310786	0
1047	7346	0446310786	0
1048	7409	0446310786	8
1049	7841	0446310786	5
1050	8115	0446310786	8
1051	8253	0446310786	10
1052	8362	0446310786	0
1053	9094	0446310786	0
1054	9381	0446310786	0
1055	9417	0446310786	7
1056	10118	0446310786	0
1057	10314	0446310786	9
1058	11601	0446310786	10
1059	11676	0446310786	0
1060	12538	0446310786	0
1061	13850	0446310786	9
1062	15720	0446310786	10
1063	15775	0446310786	8
1064	16634	0446310786	0
1065	17950	0446310786	8
1066	19336	0446310786	7
1067	20005	0446310786	0
1068	21014	0446310786	0
1069	21402	0446310786	10
1070	21576	0446310786	8
1071	22365	0446310786	10
1072	23768	0446310786	0
1073	23902	0446310786	7
1074	24194	0446310786	8
1075	24432	0446310786	0
1076	24518	0446310786	0
1077	26084	0446310786	5
1078	26544	0446310786	0
1079	27472	0446310786	10
1080	27617	0446310786	0
1081	28204	0446310786	0
1082	28372	0446310786	0
1083	28477	0446310786	10
1084	29981	0446310786	7
1085	30489	0446310786	10
1086	30533	0446310786	0
1087	31556	0446310786	10
1088	32089	0446310786	7
1089	32528	0446310786	0
1090	33088	0446310786	0
1091	34193	0446310786	10
1092	35050	0446310786	0
1093	35718	0446310786	10
1094	35859	0446310786	0
1095	35918	0446310786	0
1096	36003	0446310786	10
1097	36938	0446310786	10
1098	37400	0446310786	10
1099	37538	0446310786	0
1100	37712	0446310786	10
1101	37950	0446310786	9
1102	38464	0446310786	9
1103	39385	0446310786	10
1104	39646	0446310786	0
1105	40330	0446310786	9
1106	40796	0446310786	8
1107	41084	0446310786	0
1108	41385	0446310786	0
1109	41738	0446310786	5
1110	42323	0446310786	10
1111	42601	0446310786	0
1112	43113	0446310786	10
1113	43246	0446310786	0
1114	43842	0446310786	0
1115	44089	0446310786	0
1116	45340	0446310786	10
1117	46443	0446310786	9
1118	46887	0446310786	8
1119	47971	0446310786	10
1120	48268	0446310786	8
1121	48525	0446310786	0
1122	48653	0446310786	8
1123	49204	0446310786	9
1124	50225	0446310786	0
1125	51350	0446310786	0
1126	53117	0446310786	10
1127	53729	0446310786	8
1128	55006	0446310786	0
1129	55187	0446310786	10
1130	55492	0446310786	0
1131	55548	0446310786	10
1132	55607	0446310786	0
1133	56804	0446310786	10
1134	57398	0446310786	8
1135	59038	0446310786	10
1136	59150	0446310786	0
1137	59172	0446310786	10
1138	60244	0446310786	0
1139	60277	0446310786	0
1140	60569	0446310786	0
1141	61147	0446310786	0
1142	61888	0446310786	9
1143	62558	0446310786	0
1144	63545	0446310786	10
1145	63625	0446310786	10
1146	65401	0446310786	0
1147	66942	0446310786	10
1148	68861	0446310786	10
1149	70585	0446310786	0
1150	70882	0446310786	0
1151	71568	0446310786	0
